,IAGG,IEFA,IEMG,IJH,IJR,IMTB,ISTB,IVV,USRT
2017-07-07,51.32,60.57,49.73,174.12,70.11,49.28,50.1,243.72,48.56
2017-07-10,51.48,60.66,50.11,173.72,69.72,49.41,50.13,243.97,48.1485
2017-07-11,51.54,60.815,50.5,174.0,69.84,49.4,50.14,243.8,47.9601
2017-07-12,51.64,61.271,51.48,175.14,70.41,49.59,50.22,245.62,48.66
2017-07-13,51.5999,61.49,51.66,175.34,70.58,49.59,50.21,246.06,48.56
2017-07-14,51.6,61.91,52.28,175.93,70.72,49.57,50.24,247.18,49.1
2017-07-17,51.45,61.8,52.06,176.27,70.93,49.66,50.24,247.16,49.66
2017-07-18,51.67,61.895,52.24,175.74,70.68,49.75,50.28,247.34,49.52
2017-07-19,51.58,62.17,52.66,177.49,71.52,49.78,50.24,248.66,49.7341
2017-07-20,51.71,62.405,52.625,177.36,71.58,49.73,50.26,248.74,49.609
2017-07-21,51.7576,62.19,52.565,176.84,71.23,49.74,50.32,248.56,49.62
2017-07-24,51.83,62.04,52.74,177.15,71.24,49.8,50.31,248.48,49.52
2017-07-25,51.67,62.13,52.63,178.72,71.91,49.43,50.23,249.06,49.55
2017-07-26,51.78,62.51,53.02,177.14,71.43,49.8799,50.34,249.13,49.82
2017-07-27,51.77,62.39,52.74,176.57,71.12,49.81,50.32,248.9,49.88
2017-07-28,51.76,62.445,52.76,175.75,70.98,49.81,50.33,248.56,49.7494
2017-07-31,51.77,62.6,52.8,175.5,70.84,49.83,50.31,248.43,49.8772
2017-08-01,51.65,62.95,53.04,175.95,71.03,49.8,50.29,248.98,50.07
2017-08-02,51.76,62.98,53.05,174.68,70.09,49.735,50.28,249.11,49.54
2017-08-03,51.9,63.005,52.795,174.18,69.86,49.7911,50.31,248.65,49.4513
2017-08-04,51.84,63.07,53.0,174.66,70.12,49.8,50.28,249.07,49.64
2017-08-07,51.85,63.105,53.37,174.77,70.15,49.72,50.28,249.52,49.6
2017-08-08,51.84,62.8,53.34,174.3,69.86,49.568,50.24,248.97,49.36
2017-08-09,51.93,62.7,52.83,173.08,69.28,49.7859,50.285,248.91,49.175
2017-08-10,51.9837,61.825,51.55,170.29,68.19,49.84,50.28,245.44,48.9
2017-08-11,52.04,61.74,51.71,170.66,68.2141,49.85,50.31,245.73,48.54
2017-08-14,52.0175,62.2,52.23,172.65,69.22,49.73,50.31,248.17,49.395
2017-08-15,51.93,62.085,52.28,171.75,68.53,49.6883,50.27,248.19,49.1401
2017-08-16,51.911,62.469,52.8,172.17,68.6,49.74,50.3,248.59,49.34
2017-08-17,51.9775,61.8,52.16,169.19,67.29,49.79,50.325,244.76,49.1575
2017-08-18,51.934,61.94,52.59,168.86,67.15,49.77,50.34,244.25,48.58
2017-08-21,52.0105,61.975,52.76,168.83,67.08,49.86,50.35,244.56,49.109
2017-08-22,51.9683,62.27,53.31,170.41,67.745,49.78,50.34,247.05,49.0
2017-08-23,52.07,62.245,53.55,170.0,67.5461,49.8,50.37,246.18,49.4
2017-08-24,52.04,62.115,53.7,169.84,67.66,49.7891,50.37,245.67,49.29
2017-08-25,52.06,62.51,54.02,170.63,67.96,49.88,50.38,246.19,49.565
2017-08-28,52.0863,62.51,53.89,170.56,68.04,49.9799,50.392,246.25,49.0999
2017-08-29,52.15,62.26,53.76,170.43,68.01,50.02,50.39,246.51,49.076
2017-08-30,52.08,62.18,53.88,171.45,68.39,50.0099,50.41,247.7,49.34
2017-08-31,52.124,62.685,54.015,172.86,69.06,50.08,50.42,249.1,49.635
2017-09-01,51.92,62.77,54.38,173.49,69.57,49.898,50.33,249.57,49.94
2017-09-05,52.0678,62.365,53.74,171.6,68.86,49.9301,50.4,247.78,49.72
2017-09-06,51.96,62.74,54.095,171.81,69.04,49.9899,50.38,248.6,49.7972
2017-09-07,52.17,63.26,54.47,171.24,68.84,50.0476,50.43,248.6,50.075
2017-09-08,52.14,63.29,54.14,171.7,68.97,50.1175,50.38,248.24,50.14
2017-09-11,52.07,63.745,54.86,173.76,69.67,49.88,50.375,250.89,50.575
2017-09-12,51.9,63.91,54.8,174.99,70.18,49.85,50.3,251.8,50.02
2017-09-13,51.88,63.57,54.52,174.76,70.44,49.85,50.28,251.9,49.929
2017-09-14,51.8,63.72,54.67,174.68,70.4,49.86,50.3,251.83,50.26
2017-09-15,51.74,63.76,55.0,175.32,70.75,49.88,50.28,252.19,50.44
2017-09-18,51.72,63.835,55.15,176.17,71.31,49.66,50.3,252.66,50.21
2017-09-19,51.73,64.14,55.26,176.12,71.2,49.8299,50.27,252.94,49.825
2017-09-20,51.6604,64.005,55.03,176.67,71.44,49.6999,50.25,253.07,49.7299
2017-09-21,51.68,63.85,55.04,176.27,71.47,49.782,50.2497,252.36,49.63
2017-09-22,51.74,64.03,54.7,176.77,71.95,49.785,50.26,252.39,49.23
2017-09-25,51.74,63.719,53.72,177.15,72.16,49.8488,50.31,251.9,49.52
2017-09-26,51.7711,63.54,53.635,176.74,72.3,49.8,50.3,250.75,49.21
2017-09-27,51.6197,63.605,53.43,178.41,73.79,49.824,50.26,251.72,48.76
2017-09-28,51.69,63.82,53.39,178.78,73.97,49.76,50.27,252.02,49.2
2017-09-29,51.7038,64.2,54.0,178.95,74.18,49.8,50.275,252.91,49.25
2017-10-02,51.66,64.105,54.06,180.53,75.22,49.6499,50.15,253.96,49.1
2017-10-03,51.635,64.34,54.85,181.0,75.4,49.63,50.185,254.55,49.14
2017-10-04,51.68,64.225,54.85,180.91,75.07,49.6899,50.14,254.89,49.31
2017-10-05,51.71,64.17,55.24,181.45,75.21,49.6,50.18,256.37,49.56
2017-10-06,51.67,64.1,54.975,181.3,75.09,49.69,50.16,256.13,49.41
2017-10-09,51.715,64.12,54.91,180.76,74.74,49.7499,50.15,255.69,49.488
2017-10-10,51.7,64.735,55.44,181.3,74.91,49.59,50.16,256.32,49.57
2017-10-11,51.69,64.9,55.67,181.42,74.725,49.61,50.17,256.73,49.69
2017-10-12,51.78,64.87,55.68,181.46,74.64,49.5801,50.18,256.34,50.13
2017-10-13,51.84,65.21,56.16,181.36,74.57,49.77,50.2,256.65,50.24
2017-10-16,51.86,65.18,56.11,181.37,74.46,49.7,50.18,257.02,49.93
2017-10-17,51.91,64.99,55.85,181.1,74.28,49.575,50.185,257.21,50.06
2017-10-18,51.83,65.16,55.97,181.67,74.78,49.5553,50.14,257.43,50.05
2017-10-19,51.835,65.005,55.52,181.88,74.6,49.55,50.172,257.54,49.81
2017-10-20,51.76,64.9,55.72,182.94,74.98,49.54,50.11,258.83,49.6
2017-10-23,51.82,64.775,55.31,182.02,74.6,49.5703,50.13,257.87,49.44
2017-10-24,51.74,64.89,55.36,182.67,74.81,49.53,50.165,258.27,49.08
2017-10-25,51.72,64.68,55.24,181.57,74.43,49.6599,50.12,257.04,48.9
2017-10-26,51.74,64.67,54.9,182.42,74.77,49.38,50.1,257.33,48.62
2017-10-27,51.87,64.795,55.655,183.38,75.18,49.4452,50.16,259.44,48.78
2017-10-30,51.95,64.98,55.3,182.07,74.12,49.42,50.2,258.55,48.7
2017-10-31,52.1,65.26,55.7861,182.98,74.8492,49.59,50.17,258.85,48.79
2017-11-01,52.0224,65.37,56.08,182.54,74.42,49.4,50.04,259.26,48.93
2017-11-02,52.155,65.51,56.17,182.63,74.4,49.53,50.06,259.37,49.35
2017-11-03,52.14,65.415,55.92,183.15,73.93,49.56,50.07,260.19,49.24
2017-11-06,52.26,65.535,56.48,183.88,74.08,49.61,50.11,260.59,49.66
2017-11-07,52.2811,65.29,56.12,182.66,73.31,49.616,50.08,260.48,50.03
2017-11-08,52.26,65.505,56.4,183.18,73.62,49.49,50.02,260.9,50.21
2017-11-09,52.189,65.07,56.08,182.22,73.3,49.4848,49.995,259.97,50.36
2017-11-10,52.05,64.9,55.88,182.19,73.34,49.47,49.985,259.83,50.42
2017-11-13,52.055,64.62,55.77,182.54,73.46,49.38,49.93,260.11,50.6
2017-11-14,52.1,64.6,55.46,182.38,73.46,49.4032,49.93,259.52,50.58
2017-11-15,52.18,64.24,55.19,181.5,73.07,49.28,49.9401,258.18,50.03
2017-11-16,52.13,64.85,56.25,183.31,74.32,49.46,49.955,260.37,50.38
2017-11-17,52.16,64.59,56.49,183.79,74.65,49.41,49.97,259.65,50.26
2017-11-20,52.2,64.79,56.79,184.48,75.21,49.37,49.89,260.04,50.06
2017-11-21,52.29,65.265,57.48,185.65,76.22,49.385,49.89,261.74,50.51
2017-11-22,52.36,65.47,57.61,185.53,76.05,49.5852,49.9799,261.53,50.36
2017-11-24,52.29,65.97,57.515,185.68,76.12,49.528,49.985,262.12,50.3422
2017-11-27,52.325,65.59,56.75,185.33,75.72,49.4888,49.999,262.03,50.16
2017-11-28,52.28,65.95,57.13,187.81,77.03,49.4945,49.98,264.65,49.8601
2017-11-29,52.22,65.72,56.305,188.69,77.5,49.6299,49.97,264.53,50.01
2017-11-30,52.24,65.805,55.84,189.77,77.48,49.34,49.9342,266.73,50.09
2017-12-01,52.39,65.59,55.53,189.31,77.01,49.31,49.84,266.26,50.16
2017-12-04,52.3,65.29,55.6,189.25,77.05,49.2296,49.805,265.95,49.91
2017-12-05,52.4,65.16,55.54,187.75,76.26,49.45,49.8,264.99,49.51
2017-12-06,52.425,64.99,54.81,186.99,75.9148,49.68,49.8499,265.03,49.44
2017-12-07,52.42,65.18,54.87,188.27,76.31,49.59,49.82,265.87,49.62
2017-12-08,53.61,65.54,55.475,188.96,76.26,49.62,49.83,267.32,49.84
2017-12-11,52.48,65.665,55.77,188.76,76.0289,49.555,49.82,268.17,49.84
2017-12-12,52.44,65.75,55.44,188.3,75.86,49.6024,49.79,268.63,50.1
2017-12-13,52.48,65.96,56.0367,188.39,76.24,49.77,49.875,268.57,50.205
2017-12-14,52.49,65.65,55.65,186.76,75.36,49.7499,49.86,267.52,50.16
2017-12-15,52.4999,65.66,55.81,188.65,76.64,49.68,49.83,269.74,50.51
2017-12-18,52.49,66.43,56.4,190.56,77.73,49.6,49.84,271.42,50.82
2017-12-19,52.37,65.48,55.16,189.28,76.78,49.5197,49.74,269.18,49.41
2017-12-20,52.21,65.39,55.29,189.6,76.94,49.709,49.75,269.0,48.87
2017-12-21,52.23,65.63,55.66,190.07,77.26,49.5199,49.725,269.52,48.69
2017-12-22,52.2,65.79,56.11,190.02,77.06,49.4813,49.7,269.46,49.06
2017-12-26,52.15,65.77,56.05,190.15,77.12,49.57,49.72,269.12,49.2
2017-12-27,52.27,65.94,56.24,190.1,77.04,49.5584,49.785,269.28,49.39
2017-12-28,52.17,66.02,56.62,190.76,77.34,49.75,49.785,269.81,49.71
2017-12-29,52.26,66.06,56.89,189.74,76.8,49.75,49.83,268.83,49.62
2018-01-02,52.12,66.56,58.0,191.5,77.38,49.15,49.78,270.79,49.48
2018-01-03,52.065,66.97,58.51,191.95,77.32,49.366,49.725,272.45,49.33
2018-01-04,52.16,67.645,58.745,192.45,77.52,49.54,49.73,273.6,48.5
2018-01-05,52.23,67.99,59.26,193.21,77.85,49.6076,49.73,275.41,48.51
2018-01-08,52.26,67.98,59.28,194.2,77.93,49.52,49.74,275.91,48.76
2018-01-09,52.0,68.09,59.16,193.93,77.89,49.1,49.71,276.55,48.16
2018-01-10,52.03,67.96,58.79,193.02,77.785,49.26,49.71,276.11,47.58
2018-01-11,51.99,68.41,59.2,195.76,79.2,49.1726,49.72,278.13,47.44
2018-01-12,52.12,69.09,59.8,196.29,79.5552,49.19,49.7,279.96,47.07
2018-01-16,52.06,69.02,59.49,194.84,78.77,49.15,49.66,279.0,47.13
2018-01-17,52.11,69.41,60.235,196.28,79.57,49.1999,49.64,281.66,47.46
2018-01-18,52.06,69.29,60.3,195.55,78.92,48.982,49.625,281.25,46.9
2018-01-19,52.07,69.67,60.78,197.61,80.07,48.835,49.6,282.46,47.085
2018-01-22,52.11,70.055,61.14,198.66,80.25,48.92,49.56,284.76,47.48
2018-01-23,52.21,70.28,61.38,199.03,80.34,48.9399,49.69,285.36,48.23
2018-01-24,52.14,70.46,61.93,198.5,79.86,48.9589,49.67,285.27,47.95
2018-01-25,52.12,70.2,61.86,198.36,80.1,49.126,49.69,285.37,47.84
2018-01-26,52.06,70.83,62.7,199.22,80.37,49.0,49.64,288.68,47.71
2018-01-29,51.96,70.16,61.785,197.56,79.92,48.8208,49.57,286.79,47.06
2018-01-30,51.905,69.64,60.95,195.52,79.18,48.845,49.59,283.77,46.72
2018-01-31,51.83,69.53,61.42,195.04,78.73,48.71,49.59,284.01,47.49
2018-02-01,51.79,69.75,60.69,195.43,79.12,48.49,49.455,283.7,46.53
2018-02-02,51.775,68.29,59.17,191.47,77.495,48.24,49.43,277.55,46.1
2018-02-05,51.95,65.37,57.18,184.36,74.44,48.4222,49.52,266.21,44.82
2018-02-06,51.8,66.79,58.875,186.16,75.36,48.3744,49.35,271.14,44.76
2018-02-07,51.79,65.9201,57.09,186.06,75.41,48.48,49.36,269.6,44.46
2018-02-08,51.75,64.27,55.18,179.87,73.35,48.18,49.39,259.61,43.31
2018-02-09,51.83,64.6,56.16,181.89,74.105,48.2173,49.41,263.6,44.35
2018-02-12,51.82,65.55,56.97,183.74,74.87,48.2383,49.37,267.2083,44.43
2018-02-13,51.74,65.33,57.38,184.25,74.91,48.11,49.34,267.95,44.7
2018-02-14,51.645,66.52,58.77,187.72,76.29,48.061,49.24,271.67,44.3861
2018-02-15,51.67,66.96,59.87,189.66,77.05,47.8856,49.26,275.01,44.8047
2018-02-16,51.88,67.2362,59.67,190.07,77.34,48.29,49.35,275.1,45.08
2018-02-20,51.86,66.68,58.875,188.72,76.66,48.25,49.28,273.42,44.51
2018-02-21,51.85,66.36,58.845,188.29,76.84,48.095,49.24,272.0,43.65
2018-02-22,51.86,66.66,58.96,188.05,76.76,48.14,49.26,272.32,44.1
2018-02-23,51.99,67.26,59.9,190.41,77.74,48.3799,49.32,276.74,44.86
2018-02-26,52.04,67.84,60.43,191.48,78.3001,48.329,49.35,279.96,44.95
2018-02-27,51.91,66.805,58.73,188.72,77.1578,48.168,49.26,276.43,43.87
2018-02-28,52.09,66.17,57.95,186.46,75.75,48.1703,49.3,273.33,43.87
2018-03-01,52.09,65.17,57.94,185.92,75.42,48.1799,49.28,269.7,43.92
2018-03-02,52.12,65.46,58.15,187.88,76.66,48.0001,49.27,271.12,43.94
2018-03-05,52.08,65.8,58.16,189.82,77.24,47.9301,49.27,274.21,44.42
2018-03-06,52.0595,66.26,58.7,191.82,78.14,48.0324,49.3,274.93,44.56
2018-03-07,52.07,66.2052,58.75,192.22,78.71,48.0599,49.24,274.81,44.88
2018-03-08,52.18,66.415,58.72,191.91,78.62,48.066,49.28,276.09,44.95
2018-03-09,52.12,66.815,59.95,195.07,79.82,48.09,49.27,280.88,45.16
2018-03-12,52.2,66.93,60.045,195.27,80.105,48.1,49.31,280.6,45.38
2018-03-13,52.25,66.46,59.54,194.2,79.86,48.13,49.3,278.76,45.4
2018-03-14,52.31,66.65,59.68,193.2,79.47,48.1999,49.33,277.33,45.47
2018-03-15,52.33,66.61,59.47,192.47,79.1,48.1299,49.26,277.06,45.44
2018-03-16,52.37,66.5,59.34,193.72,79.71,48.0859,49.29,277.33,45.81
2018-03-19,52.38,65.98,58.7,191.94,79.02,48.057,49.2,273.59,45.37
2018-03-20,52.38,65.99,59.33,192.13,78.98,47.88,49.16,274.05,45.17
2018-03-21,52.35,66.1,59.67,192.71,79.34,47.92,49.16,273.55,44.87
2018-03-22,52.49,64.88,57.74,187.2,77.45,48.05,49.25,265.48,44.14
2018-03-23,52.49,64.17,56.63,183.44,75.8,48.1129,49.25,259.8,43.31
2018-03-26,52.505,65.33,58.47,187.53,77.48,48.0609,49.2,266.98,43.8
2018-03-27,52.5719,64.82,57.46,184.66,76.19,48.24,49.28,262.3,43.9713
2018-03-28,52.57,65.16,57.2,185.02,76.31,48.1101,49.31,261.6,45.135
2018-03-29,52.58,65.82,58.36,187.57,77.02,48.345,49.36,265.29,45.11
2018-04-02,52.58,64.83,57.31,183.18,75.26,48.23,49.26,259.28,44.44
2018-04-03,52.625,65.3303,57.92,185.71,76.41,48.0499,49.29,262.58,44.91
2018-04-04,52.685,65.51,57.94,187.32,77.3497,48.03,49.29,265.64,45.41
2018-04-05,52.54,65.94,58.08,188.77,78.17,48.16,49.28,267.46,45.34
2018-04-06,52.601,65.48,57.02,185.02,76.75,48.3,49.301,261.56,45.0397
2018-04-09,52.63,66.02,57.11,185.12,76.555,48.25,49.3,262.64,44.84
2018-04-10,52.56,66.755,58.17,188.08,78.0,48.1,49.27,266.95,44.87
2018-04-11,52.565,66.48,58.195,187.85,78.14,48.1219,49.28,265.54,44.93
2018-04-12,52.554,66.755,58.19,188.63,78.55,48.02,49.23,267.71,44.39
2018-04-13,52.6,66.81,57.66,188.07,78.25,48.0883,49.2,266.97,44.68
2018-04-16,52.5656,66.91,57.74,189.96,79.13,48.1407,49.16,269.17,44.92
2018-04-17,52.65,67.28,57.83,191.49,79.9,48.0212,49.17,271.99,45.48
2018-04-18,52.64,67.6,58.27,191.98,80.16,48.0608,49.1,272.2,45.39
2018-04-19,52.4853,67.35,57.95,191.06,79.52,48.12,49.1,270.72,44.72
2018-04-20,52.42,67.02,57.28,189.83,79.06,47.89,49.07,268.45,44.28
2018-04-23,52.38,66.92,56.81,189.81,79.02,47.67,49.05,268.42,44.23
2018-04-24,52.43,66.6286,56.51,188.45,78.66,47.78,49.06,264.84,44.39
2018-04-25,52.38,66.485,56.16,188.52,78.5,47.7089,49.04,265.38,44.34
2018-04-26,52.38,66.85,56.865,189.29,78.79,47.735,49.06,268.14,44.99
2018-04-27,52.55,66.9,57.23,188.97,78.52,47.77,49.07,268.41,45.91
2018-04-30,52.55,66.66,56.85,186.97,77.84,47.96,49.09,266.24,45.74
2018-05-01,52.505,66.5,56.57,187.68,78.165,47.71,48.94,266.8,46.24
2018-05-02,52.51,66.47,56.14,187.34,78.36,47.674,48.98,264.99,45.98
2018-05-03,52.48,66.67,55.975,187.02,77.85,47.633,49.01,264.37,45.98
2018-05-04,52.57,66.885,56.25,189.57,78.81,47.7,48.995,267.83,46.48
2018-05-07,52.49,66.935,55.93,190.62,79.44,47.61,48.96,268.71,46.81
2018-05-08,52.46,66.955,56.18,191.21,80.12,47.5,48.975,268.7,46.54
2018-05-09,52.41,67.105,56.24,192.19,80.55,47.5816,48.93,271.33,46.85
2018-05-10,52.43,67.49,57.46,193.63,81.01,47.67,48.97,273.88,47.23
2018-05-11,52.41,67.71,57.32,193.8,81.12,47.6603,48.95,274.51,47.06
2018-05-14,52.34,67.8,57.385,193.48,80.78,47.6499,48.95,274.8,46.64
2018-05-15,52.35,67.27,56.23,193.0,80.79,47.31,48.9,272.88,45.84
2018-05-16,52.275,67.395,57.08,194.37,81.78,47.2805,48.9,274.09,45.7
2018-05-17,52.25,67.495,56.29,194.8,82.29,47.25,48.9,273.9,45.42
2018-05-18,52.19,67.24,55.84,194.38,82.44,47.33,48.92,273.22,45.52
2018-05-21,52.26,67.665,56.12,196.28,83.19,47.4442,48.94,275.23,46.04
2018-05-22,52.29,67.6,56.3,194.92,82.51,47.4475,48.97,274.46,46.17
2018-05-23,52.38,66.9,56.3,195.09,82.61,47.5,49.1,275.26,46.7
2018-05-24,52.44,66.69,56.03,195.23,82.6271,47.6271,49.07,274.75,46.56
2018-05-25,52.5022,66.27,56.21,194.71,82.51,47.7675,49.11,274.07,46.78
2018-05-29,52.54,64.94,54.97,194.0,82.55,48.17,49.27,270.96,47.03
2018-05-30,52.49,65.91,55.47,196.97,83.72,48.03,49.21,274.49,47.71
2018-05-31,52.48,65.59,55.49,194.77,82.88,48.0,49.1765,272.65,47.56
2018-06-01,52.54,66.1,56.15,195.9,83.43,47.77,49.07,275.54,47.74
2018-06-04,52.42,66.305,56.72,197.01,84.33,47.7216,48.985,276.81,48.18
2018-06-05,52.42,66.24,56.31,197.53,84.99,47.8499,49.04,277.12,48.05
2018-06-06,52.2294,66.82,57.12,199.14,85.47,47.57,49.03,279.45,48.14
2018-06-07,52.22,66.42,56.31,199.24,85.18,47.74,49.03,279.28,48.18
2018-06-08,52.27,66.55,56.25,200.33,85.41,47.76,49.01,280.12,48.34
2018-06-11,52.25,67.02,56.18,200.33,85.65,47.7,48.99,280.52,48.275
2018-06-12,52.19,66.565,56.1,200.62,85.71,47.66,48.98,280.94,48.53
2018-06-13,52.3,66.63,55.71,199.4,85.22,47.6839,48.95,279.9,47.67
2018-06-14,52.55,66.48,55.35,199.89,85.51,47.77,48.97,280.7,48.12
2018-06-15,52.59,66.09,54.95,199.47,85.54,47.7303,49.035,280.37,48.05
2018-06-18,52.52,65.59,54.2,199.84,86.03,47.82,49.02,279.78,48.05
2018-06-19,52.695,63.87,53.14,199.52,85.97,47.7201,49.06,278.67,47.98
2018-06-20,52.68,63.84,53.38,200.5,86.63,47.7892,49.04,279.19,48.63
2018-06-21,52.695,63.45,52.66,199.12,85.81,47.71,49.06,277.4,48.89
2018-06-22,52.67,64.14,53.17,199.26,85.74,47.8999,49.06,277.89,49.27
2018-06-25,52.62,63.21,52.52,196.39,84.44,47.89,49.07,274.14,49.19
2018-06-26,52.58,63.325,52.28,195.88,84.74,47.86,49.09,273.4,48.77
2018-06-27,52.67,62.73,51.26,193.74,83.48,47.98,49.13,271.12,48.6299
2018-06-28,52.6795,62.94,51.64,194.57,83.73,47.85,49.09,272.81,49.03
2018-06-29,52.65,63.33,52.47,194.77,83.51,47.82,49.07,273.06,49.15
2018-07-02,52.67,62.73,51.9,194.85,84.33,47.7499,48.95,273.81,48.77
